Customer_ID,Age_group,Gender,Loyality_Status
CU04491,60+,Male,Gold
CU04492,46-60,Male,Non-Member
CU04493,18-25,Female,Gold
CU04494,18-25,Male,Non-Member
CU04495,36-45,Female,Bronze
CU04496,18-25,Female,Gold
CU04497,60+,Female,Silver
CU04498,36-45,Female,Bronze
CU04499,60+,Female,Silver
CU04500,36-45,Male,Non-Member
CU04501,36-45,Male,Non-Member
CU04502,18-25,Male,Gold
CU04503,36-45,Male,Non-Member
CU04504,46-60,Female,Bronze
CU04505,36-45,Female,Gold
CU04506,18-25,Male,Non-Member
CU04507,26-35,Male,Non-Member
CU04508,46-60,Male,Bronze
CU04509,60+,Female,Bronze
CU04510,18-25,Female,Bronze
CU04511,36-45,Male,Bronze
CU04512,46-60,Female,Non-Member
CU04513,60+,Male,Silver
CU04514,36-45,Female,Gold
CU04515,18-25,Male,Silver
CU04516,18-25,Male,Bronze
CU04517,36-45,Male,Non-Member
CU04518,46-60,Male,Silver
CU04519,36-45,Male,Gold
CU04520,60+,Male,Silver
CU04521,26-35,Female,Silver
CU04522,60+,Female,Silver
CU04523,60+,Male,Gold
CU04524,60+,Female,Bronze
CU04525,36-45,Female,Gold
CU04526,18-25,Female,Gold
CU04527,18-25,Male,Gold
CU04528,36-45,Female,Bronze
CU04529,18-25,Male,Bronze
CU04530,18-25,Female,Silver
CU04531,60+,Female,Silver
CU04532,26-35,Female,Silver
CU04533,26-35,Female,Gold
CU04534,26-35,Female,Silver
CU04535,26-35,Male,Gold
CU04536,46-60,Female,Gold
CU04537,18-25,Male,Silver
CU04538,36-45,Female,Silver
CU04539,26-35,Female,Silver
CU04540,46-60,Female,Non-Member
CU04541,60+,Male,Gold
CU04542,60+,Male,Gold
CU04543,60+,Male,Non-Member
CU04544,60+,Male,Gold
CU04545,46-60,Male,Silver
CU04546,26-35,Female,Gold
CU04547,36-45,Male,Silver
CU04548,36-45,Male,Gold
CU04549,46-60,Male,Bronze
CU04550,36-45,Male,Non-Member
CU04551,18-25,Male,Bronze
CU04552,46-60,Female,Silver
CU04553,60+,Male,Bronze
CU04554,18-25,Female,Bronze
CU04555,46-60,Male,Silver
CU04556,18-25,Female,Gold
CU04557,26-35,Male,Non-Member
CU04558,18-25,Male,Silver
CU04559,18-25,Male,Silver
CU04560,26-35,Male,Silver
CU04561,36-45,Female,Gold
CU04562,60+,Male,Gold
CU04563,26-35,Male,Silver
CU04564,60+,Male,Non-Member
CU04565,18-25,Male,Silver
CU04566,46-60,Female,Silver
CU04567,26-35,Female,Non-Member
CU04568,60+,Female,Bronze
CU04569,46-60,Female,Gold
CU04570,26-35,Male,Bronze
CU04571,26-35,Female,Non-Member
CU04572,26-35,Male,Bronze
CU04573,18-25,Female,Silver
CU04574,60+,Female,Bronze
CU04575,26-35,Female,Bronze
CU04576,60+,Female,Bronze
CU04577,26-35,Female,Bronze
CU04578,18-25,Male,Non-Member
CU04579,18-25,Female,Non-Member
CU04580,46-60,Male,Bronze
CU04581,26-35,Female,Silver
CU04582,26-35,Female,Gold
CU04583,46-60,Male,Silver
CU04584,18-25,Female,Non-Member
CU04585,26-35,Male,Bronze
CU04586,60+,Female,Gold
CU04587,36-45,Male,Non-Member
CU04588,46-60,Male,Non-Member
CU04589,60+,Male,Silver
CU04590,26-35,Female,Bronze
CU04591,26-35,Female,Silver
CU04592,46-60,Male,Gold
CU04593,46-60,Male,Gold
CU04594,60+,Female,Gold
CU04595,36-45,Female,Non-Member
CU04596,60+,Female,Non-Member
CU04597,36-45,Male,Bronze
CU04598,26-35,Female,Non-Member
CU04599,36-45,Male,Bronze
CU04600,26-35,Female,Bronze
CU04601,36-45,Male,Bronze
CU04602,36-45,Male,Bronze
CU04603,26-35,Male,Bronze
CU04604,60+,Male,Bronze
CU04605,26-35,Male,Gold
CU04606,60+,Male,Non-Member
CU04607,36-45,Male,Non-Member
CU04608,60+,Male,Bronze
CU04609,18-25,Female,Silver
CU04610,60+,Female,Gold
CU04611,26-35,Male,Gold
CU04612,60+,Female,Bronze
CU04613,18-25,Male,Gold
CU04614,36-45,Female,Silver
CU04615,36-45,Female,Bronze
CU04616,46-60,Female,Gold
CU04617,46-60,Male,Gold
CU04618,46-60,Male,Non-Member
CU04619,18-25,Male,Silver
CU04620,60+,Male,Non-Member
CU04621,18-25,Female,Non-Member
CU04622,46-60,Female,Bronze
CU04623,18-25,Female,Bronze
CU04624,60+,Female,Silver
CU04625,26-35,Female,Silver
CU04626,46-60,Male,Non-Member
CU04627,36-45,Female,Bronze
CU04628,26-35,Female,Gold
CU04629,46-60,Female,Gold
CU04630,26-35,Female,Silver
CU04631,18-25,Male,Silver
CU04632,26-35,Female,Non-Member
CU04633,36-45,Female,Bronze
CU04634,36-45,Male,Bronze
CU04635,46-60,Female,Gold
CU04636,36-45,Male,Gold
CU04637,18-25,Female,Bronze
CU04638,26-35,Male,Non-Member
CU04639,36-45,Male,Bronze
CU04640,46-60,Female,Bronze
CU04641,18-25,Male,Non-Member
CU04642,26-35,Female,Bronze
CU04643,36-45,Male,Gold
CU04644,46-60,Female,Gold
CU04645,60+,Female,Gold
CU04646,60+,Male,Silver
CU04647,46-60,Male,Silver
CU04648,18-25,Male,Silver
CU04649,18-25,Female,Bronze
CU04650,26-35,Male,Gold
CU04651,26-35,Male,Gold
CU04652,60+,Female,Silver
CU04653,26-35,Male,Non-Member
CU04654,46-60,Female,Silver
CU04655,60+,Female,Silver
CU04656,46-60,Male,Silver
CU04657,26-35,Female,Silver
CU04658,46-60,Male,Silver
CU04659,18-25,Male,Gold
CU04660,36-45,Female,Bronze
CU04661,46-60,Female,Non-Member
CU04662,60+,Female,Gold
CU04663,46-60,Female,Non-Member
CU04664,18-25,Female,Non-Member
CU04665,26-35,Female,Bronze
CU04666,60+,Female,Bronze
CU04667,26-35,Male,Silver
CU04668,46-60,Female,Bronze
CU04669,36-45,Male,Non-Member
CU04670,60+,Female,Non-Member
CU04671,18-25,Male,Non-Member
CU04672,60+,Female,Silver
CU04673,36-45,Female,Non-Member
CU04674,60+,Female,Bronze
CU04675,46-60,Female,Gold
CU04676,18-25,Female,Bronze
CU04677,46-60,Male,Gold
CU04678,46-60,Female,Bronze
CU04679,60+,Male,Non-Member
CU04680,36-45,Male,Gold
CU04681,18-25,Female,Silver
CU04682,18-25,Male,Silver
CU04683,60+,Male,Gold
CU04684,18-25,Female,Silver
CU04685,60+,Male,Bronze
CU04686,26-35,Female,Non-Member
CU04687,18-25,Female,Gold
CU04688,60+,Male,Silver
CU04689,60+,Male,Gold
CU04690,60+,Female,Bronze
CU04691,26-35,Male,Gold
CU04692,36-45,Male,Silver
CU04693,46-60,Female,Bronze
CU04694,60+,Male,Gold
CU04695,36-45,Male,Silver
CU04696,60+,Female,Non-Member
CU04697,60+,Female,Non-Member
CU04698,26-35,Female,Gold
CU04699,36-45,Male,Gold
CU04700,18-25,Male,Non-Member
CU04701,60+,Male,Gold
CU04702,46-60,Female,Bronze
CU04703,36-45,Male,Gold
CU04704,60+,Female,Non-Member
CU04705,46-60,Male,Silver
CU04706,60+,Female,Bronze
CU04707,26-35,Female,Non-Member
CU04708,46-60,Male,Gold
CU04709,60+,Female,Gold
CU04710,18-25,Male,Silver
CU04711,26-35,Male,Non-Member
CU04712,60+,Male,Bronze
CU04713,18-25,Male,Gold
CU04714,26-35,Male,Bronze
CU04715,46-60,Female,Silver
CU04716,60+,Female,Bronze
CU04717,26-35,Male,Gold
CU04718,26-35,Male,Gold
CU04719,26-35,Male,Bronze
CU04720,26-35,Male,Non-Member
CU04721,46-60,Male,Silver
CU04722,46-60,Male,Gold
CU04723,46-60,Female,Non-Member
CU04724,26-35,Male,Non-Member
CU04725,18-25,Male,Non-Member
CU04726,36-45,Female,Silver
CU04727,26-35,Male,Silver
CU04728,26-35,Female,Silver
CU04729,36-45,Male,Gold
CU04730,26-35,Female,Non-Member
CU04731,60+,Male,Non-Member
CU04732,46-60,Male,Gold
CU04733,46-60,Male,Bronze
CU04734,36-45,Male,Bronze
CU04735,60+,Male,Silver
CU04736,26-35,Female,Gold
CU04737,36-45,Male,Gold
CU04738,36-45,Female,Bronze
CU04739,46-60,Female,Silver
CU04740,26-35,Female,Non-Member
CU04741,60+,Male,Silver
CU04742,18-25,Female,Gold
CU04743,18-25,Female,Gold
CU04744,60+,Female,Bronze
CU04745,46-60,Male,Bronze
CU04746,26-35,Male,Silver
CU04747,60+,Male,Non-Member
CU04748,60+,Male,Gold
CU04749,60+,Male,Silver
CU04750,36-45,Male,Bronze
CU04751,26-35,Male,Gold
CU04752,46-60,Male,Gold
CU04753,60+,Female,Bronze
CU04754,26-35,Female,Gold
CU04755,36-45,Male,Bronze
CU04756,26-35,Male,Silver
CU04757,18-25,Female,Gold
CU04758,60+,Female,Gold
CU04759,26-35,Male,Non-Member
CU04760,18-25,Male,Silver
CU04761,18-25,Female,Bronze
CU04762,60+,Female,Non-Member
CU04763,26-35,Male,Gold
CU04764,18-25,Female,Non-Member
CU04765,18-25,Female,Bronze
CU04766,46-60,Female,Non-Member
CU04767,60+,Male,Silver
CU04768,26-35,Male,Non-Member
CU04769,36-45,Female,Silver
CU04770,60+,Male,Bronze
CU04771,60+,Male,Gold
CU04772,46-60,Male,Bronze
CU04773,26-35,Female,Bronze
CU04774,26-35,Female,Gold
CU04775,36-45,Female,Non-Member
CU04776,18-25,Male,Gold
CU04777,26-35,Male,Bronze
CU04778,36-45,Male,Silver
CU04779,60+,Female,Non-Member
CU04780,18-25,Male,Gold
CU04781,18-25,Male,Bronze
CU04782,36-45,Male,Bronze
CU04783,46-60,Female,Gold
CU04784,60+,Male,Silver
CU04785,26-35,Female,Non-Member
CU04786,26-35,Female,Gold
CU04787,60+,Female,Gold
CU04788,46-60,Female,Gold
CU04789,46-60,Female,Gold
CU04790,46-60,Male,Non-Member
CU04791,36-45,Female,Non-Member
CU04792,18-25,Male,Silver
CU04793,60+,Male,Silver
CU04794,36-45,Female,Gold
CU04795,36-45,Female,Non-Member
CU04796,46-60,Male,Silver
CU04797,46-60,Female,Bronze
CU04798,60+,Male,Silver
CU04799,26-35,Female,Non-Member
CU04800,26-35,Male,Non-Member
CU04801,46-60,Female,Silver
CU04802,60+,Male,Gold
CU04803,26-35,Male,Bronze
CU04804,36-45,Female,Bronze
CU04805,60+,Male,Bronze
CU04806,36-45,Male,Non-Member
CU04807,18-25,Female,Gold
CU04808,18-25,Female,Gold
CU04809,60+,Male,Non-Member
CU04810,26-35,Female,Non-Member
CU04811,36-45,Female,Bronze
CU04812,60+,Female,Silver
CU04813,60+,Male,Silver
CU04814,36-45,Female,Silver
CU04815,18-25,Male,Non-Member
CU04816,46-60,Male,Silver
CU04817,26-35,Male,Non-Member
CU04818,18-25,Female,Bronze
CU04819,60+,Male,Non-Member
CU04820,46-60,Female,Silver
CU04821,18-25,Male,Non-Member
CU04822,36-45,Male,Gold
CU04823,36-45,Male,Bronze
CU04824,60+,Female,Non-Member
CU04825,36-45,Female,Gold
CU04826,60+,Female,Bronze
CU04827,36-45,Female,Non-Member
CU04828,26-35,Female,Silver
CU04829,18-25,Male,Gold
CU04830,26-35,Male,Silver
CU04831,18-25,Male,Gold
CU04832,26-35,Female,Silver
CU04833,26-35,Male,Non-Member
CU04834,46-60,Female,Silver
CU04835,46-60,Female,Silver
CU04836,18-25,Female,Silver
CU04837,18-25,Male,Non-Member
CU04838,46-60,Male,Gold
CU04839,60+,Female,Gold
CU04840,26-35,Male,Silver
CU04841,26-35,Female,Silver
CU04842,60+,Male,Gold
CU04843,18-25,Male,Non-Member
CU04844,60+,Male,Gold
CU04845,60+,Female,Silver
CU04846,26-35,Male,Non-Member
CU04847,46-60,Male,Gold
CU04848,18-25,Male,Silver
CU04849,18-25,Female,Silver
CU04850,26-35,Male,Gold
CU04851,18-25,Female,Bronze
CU04852,46-60,Male,Silver
CU04853,46-60,Male,Gold
CU04854,46-60,Male,Non-Member
CU04855,36-45,Male,Silver
CU04856,36-45,Male,Non-Member
CU04857,36-45,Female,Bronze
CU04858,26-35,Male,Bronze
CU04859,36-45,Male,Gold
CU04860,46-60,Male,Bronze
CU04861,26-35,Female,Non-Member
CU04862,26-35,Male,Gold
CU04863,26-35,Female,Gold
CU04864,18-25,Male,Non-Member
CU04865,36-45,Male,Gold
CU04866,36-45,Female,Gold
CU04867,36-45,Female,Bronze
CU04868,46-60,Male,Non-Member
CU04869,36-45,Female,Bronze
CU04870,18-25,Male,Non-Member
CU04871,46-60,Male,Bronze
CU04872,26-35,Female,Gold
CU04873,26-35,Female,Non-Member
CU04874,60+,Male,Non-Member
CU04875,60+,Male,Gold
CU04876,36-45,Female,Gold
CU04877,18-25,Male,Non-Member
CU04878,26-35,Male,Gold
CU04879,18-25,Male,Non-Member
CU04880,18-25,Male,Non-Member
CU04881,18-25,Female,Non-Member
CU04882,36-45,Male,Non-Member
CU04883,46-60,Female,Silver
CU04884,36-45,Female,Silver
CU04885,26-35,Male,Gold
CU04886,46-60,Female,Silver
CU04887,46-60,Male,Silver
CU04888,60+,Male,Bronze
CU04889,60+,Male,Non-Member
CU04890,46-60,Male,Silver
CU04891,36-45,Female,Non-Member
CU04892,18-25,Male,Gold
CU04893,36-45,Male,Bronze
CU04894,36-45,Male,Non-Member
CU04895,60+,Female,Bronze
CU04896,46-60,Male,Gold
CU04897,36-45,Male,Silver
CU04898,26-35,Male,Gold
CU04899,60+,Male,Bronze
CU04900,46-60,Male,Silver
CU04901,46-60,Female,Gold
CU04902,60+,Female,Non-Member
CU04903,36-45,Male,Gold
CU04904,60+,Male,Silver
CU04905,26-35,Male,Gold
CU04906,26-35,Male,Non-Member
CU04907,46-60,Male,Bronze
CU04908,46-60,Male,Bronze
CU04909,60+,Female,Bronze
CU04910,60+,Male,Gold
CU04911,36-45,Male,Gold
CU04912,36-45,Female,Bronze
CU04913,26-35,Female,Gold
CU04914,18-25,Male,Silver
CU04915,36-45,Male,Non-Member
CU04916,60+,Female,Silver
CU04917,36-45,Female,Gold
CU04918,46-60,Female,Silver
CU04919,36-45,Female,Bronze
CU04920,26-35,Male,Silver
CU04921,18-25,Male,Bronze
CU04922,18-25,Female,Silver
CU04923,18-25,Male,Bronze
CU04924,18-25,Female,Bronze
CU04925,46-60,Female,Bronze
CU04926,46-60,Female,Gold
CU04927,26-35,Male,Gold
CU04928,60+,Female,Non-Member
CU04929,26-35,Male,Gold
CU04930,46-60,Male,Bronze
CU04931,46-60,Male,Bronze
CU04932,46-60,Male,Non-Member
CU04933,46-60,Male,Silver
CU04934,18-25,Female,Silver
CU04935,18-25,Female,Silver
CU04936,46-60,Male,Gold
CU04937,36-45,Female,Bronze
CU04938,26-35,Female,Bronze
CU04939,26-35,Male,Silver
CU04940,46-60,Female,Bronze
CU04941,36-45,Male,Gold
CU04942,18-25,Male,Bronze
CU04943,60+,Male,Non-Member
CU04944,36-45,Male,Gold
CU04945,26-35,Male,Gold
CU04946,26-35,Male,Non-Member
CU04947,26-35,Female,Gold
CU04948,18-25,Male,Bronze
CU04949,36-45,Male,Silver
CU04950,36-45,Male,Silver
CU04951,46-60,Female,Silver
CU04952,26-35,Male,Non-Member
CU04953,46-60,Female,Bronze
CU04954,60+,Female,Non-Member
CU04955,36-45,Male,Bronze
CU04956,46-60,Female,Gold
CU04957,60+,Female,Non-Member
CU04958,26-35,Male,Non-Member
CU04959,60+,Female,Gold
CU04960,36-45,Male,Gold
CU04961,26-35,Male,Silver
CU04962,60+,Female,Gold
CU04963,18-25,Male,Gold
CU04964,36-45,Male,Gold
CU04965,60+,Male,Gold
CU04966,18-25,Female,Bronze
CU04967,36-45,Female,Bronze
CU04968,18-25,Male,Bronze
CU04969,36-45,Male,Silver
CU04970,36-45,Female,Silver
CU04971,18-25,Female,Bronze
CU04972,60+,Male,Silver
CU04973,46-60,Male,Silver
CU04974,36-45,Female,Gold
CU04975,18-25,Male,Gold
CU04976,36-45,Female,Silver
CU04977,26-35,Male,Bronze
CU04978,18-25,Male,Silver
CU04979,60+,Male,Non-Member
CU04980,18-25,Female,Gold
CU04981,36-45,Male,Non-Member
CU04982,18-25,Male,Silver
CU04983,36-45,Female,Gold
CU04984,46-60,Male,Non-Member
CU04985,46-60,Male,Bronze
CU04986,46-60,Female,Gold
CU04987,18-25,Male,Bronze
CU04988,36-45,Female,Silver
CU04989,26-35,Male,Gold
CU04990,46-60,Female,Gold
CU04991,18-25,Female,Non-Member
CU04992,36-45,Female,Non-Member
CU04993,36-45,Female,Bronze
CU04994,60+,Male,Bronze
CU04995,26-35,Male,Non-Member
CU04996,46-60,Female,Bronze
CU04997,26-35,Male,Silver
CU04998,18-25,Male,Silver
CU04999,26-35,Female,Non-Member
CU05000,18-25,Female,Bronze
CU05001,18-25,Male,Gold
CU05002,46-60,Female,Gold
CU05003,60+,Female,Gold
CU05004,18-25,Female,Bronze
CU05005,26-35,Female,Bronze
CU05006,60+,Female,Silver
CU05007,18-25,Female,Gold
CU05008,36-45,Female,Silver
CU05009,36-45,Female,Non-Member
CU05010,60+,Male,Silver
CU05011,36-45,Female,Non-Member
CU05012,18-25,Male,Bronze
CU05013,60+,Female,Gold
CU05014,36-45,Male,Non-Member
CU05015,26-35,Female,Gold
CU05016,36-45,Female,Silver
CU05017,46-60,Female,Bronze
CU05018,26-35,Female,Non-Member
CU05019,60+,Female,Gold
CU05020,26-35,Male,Bronze
CU05021,18-25,Female,Gold
CU05022,36-45,Male,Bronze
CU05023,26-35,Female,Non-Member
CU05024,36-45,Male,Silver
CU05025,46-60,Female,Bronze
CU05026,60+,Female,Non-Member
CU05027,60+,Male,Silver
CU05028,26-35,Female,Non-Member
CU05029,36-45,Male,Silver
CU05030,46-60,Male,Silver
CU05031,26-35,Male,Silver
CU05032,46-60,Male,Non-Member
CU05033,36-45,Male,Silver
CU05034,26-35,Male,Gold
CU05035,46-60,Female,Silver
CU05036,46-60,Female,Non-Member
CU05037,18-25,Male,Non-Member
CU05038,36-45,Female,Bronze
CU05039,36-45,Male,Bronze
CU05040,60+,Male,Bronze
CU05041,26-35,Female,Silver
CU05042,60+,Female,Gold
CU05043,60+,Female,Bronze
CU05044,36-45,Female,Gold
CU05045,46-60,Male,Bronze
CU05046,36-45,Male,Non-Member
CU05047,26-35,Female,Non-Member
CU05048,60+,Female,Bronze
CU05049,26-35,Female,Gold
CU05050,46-60,Male,Gold
CU05051,36-45,Female,Non-Member
CU05052,26-35,Male,Gold
CU05053,26-35,Female,Non-Member
CU05054,26-35,Female,Silver
CU05055,36-45,Male,Non-Member
CU05056,46-60,Female,Gold
CU05057,60+,Female,Silver
CU05058,36-45,Male,Silver
CU05059,60+,Male,Gold
CU05060,60+,Female,Non-Member
CU05061,36-45,Female,Gold
CU05062,36-45,Female,Non-Member
CU05063,36-45,Female,Gold
CU05064,60+,Male,Gold
CU05065,60+,Male,Gold
CU05066,60+,Female,Non-Member
CU05067,60+,Female,Bronze
CU05068,18-25,Female,Non-Member
CU05069,26-35,Male,Bronze
CU05070,36-45,Male,Silver
CU05071,18-25,Female,Bronze
CU05072,18-25,Male,Non-Member
CU05073,26-35,Female,Gold
CU05074,60+,Male,Silver
CU05075,36-45,Female,Non-Member
CU05076,60+,Female,Gold
CU05077,26-35,Male,Bronze
CU05078,26-35,Male,Bronze
CU05079,36-45,Male,Silver
CU05080,36-45,Female,Gold
CU05081,26-35,Female,Non-Member
CU05082,18-25,Male,Silver
CU05083,46-60,Male,Silver
CU05084,60+,Male,Bronze
CU05085,18-25,Male,Gold
CU05086,26-35,Female,Silver
CU05087,36-45,Male,Silver
CU05088,60+,Female,Silver
CU05089,18-25,Female,Silver
CU05090,46-60,Female,Non-Member
CU05091,46-60,Male,Non-Member
CU05092,18-25,Female,Non-Member
CU05093,18-25,Female,Bronze
CU05094,26-35,Female,Bronze
CU05095,18-25,Female,Bronze
CU05096,46-60,Male,Gold
CU05097,18-25,Female,Non-Member
CU05098,46-60,Male,Gold
CU05099,18-25,Female,Non-Member
CU05100,46-60,Male,Bronze
CU05101,36-45,Female,Bronze
CU05102,36-45,Male,Gold
CU05103,18-25,Female,Non-Member
CU05104,18-25,Female,Bronze
CU05105,46-60,Female,Gold
CU05106,60+,Male,Bronze
CU05107,46-60,Male,Gold
CU05108,60+,Female,Gold
CU05109,18-25,Male,Bronze
CU05110,26-35,Male,Silver
CU05111,26-35,Male,Gold
CU05112,26-35,Male,Non-Member
CU05113,60+,Female,Silver
CU05114,26-35,Female,Bronze
CU05115,60+,Female,Non-Member
CU05116,18-25,Male,Bronze
CU05117,36-45,Male,Bronze
CU05118,60+,Female,Gold
CU05119,36-45,Female,Gold
CU05120,18-25,Male,Bronze
CU05121,60+,Female,Bronze
CU05122,18-25,Female,Bronze
CU05123,36-45,Female,Silver
CU05124,26-35,Male,Bronze
CU05125,26-35,Male,Gold
CU05126,60+,Male,Bronze
CU05127,26-35,Female,Silver
CU05128,18-25,Female,Gold
CU05129,26-35,Male,Gold
CU05130,26-35,Female,Non-Member
CU05131,60+,Female,Non-Member
CU05132,18-25,Male,Non-Member
CU05133,36-45,Male,Silver
CU05134,26-35,Female,Non-Member
CU05135,18-25,Male,Silver
CU05136,18-25,Male,Silver
CU05137,36-45,Male,Gold
CU05138,60+,Male,Gold
CU05139,60+,Female,Gold
CU05140,46-60,Female,Silver
CU05141,26-35,Male,Gold
CU05142,36-45,Male,Non-Member
CU05143,26-35,Male,Bronze
CU05144,60+,Female,Non-Member
CU05145,60+,Female,Bronze
CU05146,60+,Male,Non-Member
CU05147,26-35,Female,Gold
CU05148,26-35,Male,Non-Member
CU05149,36-45,Male,Bronze
CU05150,46-60,Female,Bronze
CU05151,36-45,Male,Gold
CU05152,36-45,Male,Silver
CU05153,46-60,Male,Gold
CU05154,18-25,Female,Non-Member
CU05155,18-25,Female,Gold
CU05156,18-25,Male,Non-Member
CU05157,60+,Male,Non-Member
CU05158,46-60,Male,Non-Member
CU05159,18-25,Male,Non-Member
CU05160,26-35,Female,Silver
CU05161,26-35,Male,Bronze
CU05162,26-35,Male,Bronze
CU05163,26-35,Female,Non-Member
CU05164,36-45,Female,Silver
CU05165,60+,Female,Silver
CU05166,26-35,Male,Silver
CU05167,46-60,Female,Silver
CU05168,36-45,Male,Bronze
CU05169,36-45,Male,Silver
CU05170,18-25,Male,Gold
CU05171,60+,Female,Bronze
CU05172,26-35,Female,Non-Member
CU05173,26-35,Male,Silver
CU05174,36-45,Female,Gold
CU05175,60+,Male,Non-Member
CU05176,26-35,Male,Silver
CU05177,26-35,Male,Silver
CU05178,60+,Male,Gold
CU05179,36-45,Female,Gold
CU05180,36-45,Female,Bronze
CU05181,26-35,Female,Bronze
CU05182,26-35,Male,Silver
CU05183,18-25,Male,Gold
CU05184,18-25,Female,Gold
CU05185,26-35,Female,Silver
CU05186,46-60,Female,Bronze
CU05187,18-25,Female,Gold
CU05188,18-25,Male,Bronze
CU05189,18-25,Male,Silver
CU05190,60+,Male,Bronze
CU05191,60+,Female,Gold
CU05192,26-35,Female,Non-Member
CU05193,18-25,Female,Gold
CU05194,46-60,Female,Bronze
CU05195,18-25,Male,Silver
CU05196,60+,Male,Gold
CU05197,26-35,Female,Bronze
CU05198,26-35,Male,Bronze
CU05199,46-60,Male,Non-Member
CU05200,18-25,Female,Silver
CU05201,36-45,Male,Gold
CU05202,46-60,Male,Silver
CU05203,36-45,Female,Silver
CU05204,60+,Male,Gold
CU05205,18-25,Female,Non-Member
CU05206,46-60,Male,Silver
CU05207,46-60,Female,Silver
CU05208,60+,Male,Silver
CU05209,60+,Female,Bronze
CU05210,36-45,Male,Bronze
CU05211,46-60,Female,Bronze
CU05212,36-45,Female,Silver
CU05213,46-60,Male,Gold
CU05214,18-25,Female,Gold
CU05215,60+,Female,Bronze
CU05216,36-45,Female,Silver
CU05217,36-45,Male,Silver
CU05218,46-60,Male,Gold
CU05219,46-60,Female,Non-Member
CU05220,18-25,Male,Bronze
CU05221,18-25,Male,Bronze
CU05222,46-60,Male,Gold
CU05223,46-60,Female,Gold
CU05224,36-45,Male,Gold
CU05225,26-35,Female,Non-Member
CU05226,36-45,Female,Silver
CU05227,46-60,Male,Non-Member
CU05228,36-45,Female,Gold
CU05229,46-60,Female,Bronze
CU05230,46-60,Male,Bronze
CU05231,60+,Female,Silver
CU05232,26-35,Male,Silver
CU05233,36-45,Female,Silver
CU05234,46-60,Female,Bronze
CU05235,46-60,Male,Gold
CU05236,26-35,Male,Silver
CU05237,26-35,Male,Non-Member
CU05238,36-45,Male,Gold
CU05239,60+,Male,Non-Member
CU05240,46-60,Male,Gold
CU05241,26-35,Female,Non-Member
CU05242,26-35,Male,Silver
CU05243,46-60,Male,Silver
CU05244,60+,Female,Non-Member
CU05245,26-35,Female,Silver
CU05246,26-35,Male,Bronze
CU05247,26-35,Female,Silver
CU05248,18-25,Female,Non-Member
CU05249,18-25,Male,Gold
CU05250,46-60,Male,Gold
CU05251,36-45,Female,Silver
CU05252,60+,Female,Bronze
CU05253,26-35,Female,Gold
CU05254,36-45,Male,Bronze
CU05255,46-60,Male,Bronze
CU05256,60+,Male,Gold
CU05257,26-35,Female,Silver
CU05258,18-25,Male,Gold
CU05259,36-45,Female,Bronze
CU05260,60+,Female,Gold
CU05261,36-45,Male,Bronze
CU05262,26-35,Male,Gold
CU05263,18-25,Female,Gold
CU05264,46-60,Female,Bronze
CU05265,46-60,Male,Bronze
CU05266,46-60,Female,Bronze
CU05267,46-60,Male,Silver
CU05268,26-35,Female,Gold
CU05269,26-35,Female,Silver
CU05270,18-25,Male,Bronze
CU05271,36-45,Female,Non-Member
CU05272,60+,Male,Gold
CU05273,60+,Female,Bronze
CU05274,36-45,Female,Bronze
CU05275,18-25,Female,Bronze
CU05276,36-45,Female,Gold
CU05277,36-45,Male,Silver
CU05278,36-45,Female,Non-Member
CU05279,26-35,Female,Silver
CU05280,26-35,Male,Non-Member
CU05281,60+,Female,Bronze
CU05282,26-35,Male,Gold
CU05283,36-45,Female,Non-Member
CU05284,46-60,Female,Gold
CU05285,46-60,Female,Non-Member
CU05286,46-60,Female,Non-Member
CU05287,60+,Female,Bronze
CU05288,46-60,Female,Bronze
CU05289,46-60,Male,Gold
CU05290,36-45,Male,Silver
CU05291,26-35,Female,Non-Member
CU05292,36-45,Female,Non-Member
CU05293,60+,Male,Gold
CU05294,18-25,Male,Non-Member
CU05295,36-45,Female,Gold
CU05296,18-25,Female,Bronze
CU05297,46-60,Female,Bronze
CU05298,36-45,Male,Gold
CU05299,60+,Female,Gold
CU05300,60+,Female,Gold
CU05301,26-35,Female,Gold
CU05302,46-60,Male,Bronze
CU05303,46-60,Male,Gold
CU05304,46-60,Male,Non-Member
CU05305,46-60,Female,Silver
CU05306,36-45,Female,Gold
CU05307,18-25,Female,Silver
CU05308,60+,Male,Gold
CU05309,46-60,Female,Gold
CU05310,36-45,Male,Gold
CU05311,46-60,Female,Non-Member
CU05312,26-35,Female,Bronze
CU05313,60+,Male,Bronze
CU05314,18-25,Male,Bronze
CU05315,36-45,Female,Bronze
CU05316,60+,Male,Silver
CU05317,60+,Female,Silver
CU05318,60+,Female,Silver
CU05319,36-45,Male,Bronze
CU05320,36-45,Female,Gold
CU05321,26-35,Female,Gold
CU05322,46-60,Male,Silver
CU05323,36-45,Female,Non-Member
CU05324,46-60,Male,Non-Member
CU05325,18-25,Male,Non-Member
CU05326,60+,Female,Non-Member
CU05327,46-60,Male,Gold
CU05328,18-25,Female,Non-Member
CU05329,18-25,Male,Non-Member
CU05330,36-45,Female,Silver
CU05331,36-45,Male,Gold
CU05332,26-35,Male,Bronze
CU05333,18-25,Female,Non-Member
CU05334,60+,Male,Silver
CU05335,46-60,Male,Gold
CU05336,46-60,Female,Non-Member
CU05337,60+,Female,Non-Member
